,Unnamed: 0.1,Unnamed: 0,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method
703,703,703,21,Male,Junior,Biology,482.4,637.2,6408.72,700.92,416.88,157.68,196.56,142.56,51.84,189.0,63.72,167.4,Credit/Debit Card
704,704,704,19,Male,Senior,Economics,766.26,554.4,6041.18,1163.45,203.35,88.8,190.48,77.22,126.13,146.72,51.48,92.66,Credit/Debit Card
705,705,705,21,Female,Junior,Psychology,1095.93,1068.1,7256.37,871.2,349.69,150.04,254.1,42.35,61.71,189.97,122.21,203.28,Mobile Payment App
706,706,706,22,Female,Sophomore,Psychology,668.25,629.2,4512.82,613.11,113.26,208.0,63.16,23.96,105.63,57.72,44.65,107.81,Cash
707,707,707,21,Male,Sophomore,Biology,423.79,234.9,3264.95,779.54,120.53,54.43,55.4,39.85,54.43,107.89,60.26,190.51,Mobile Payment App
708,708,708,20,Male,Freshman,Psychology,739.37,51.3,4541.33,551.23,224.93,65.74,161.57,49.9,36.43,44.35,99.0,43.56,Cash
709,709,709,22,Female,Sophomore,Biology,642.31,896.5,5612.11,968.22,356.4,142.56,149.69,26.14,110.48,123.55,141.37,180.58,Cash
710,710,710,23,Female,Senior,Engineering,2108.3,572.0,4190.23,994.62,383.57,93.17,179.08,110.11,73.81,200.86,160.93,147.62,Mobile Payment App
711,711,711,20,Male,Junior,Psychology,1016.55,73.8,4691.61,460.35,396.0,67.32,188.1,23.76,69.3,243.54,130.68,158.4,Mobile Payment App
712,712,712,24,Female,Junior,Computer Science,1053.91,292.6,6552.48,1029.6,399.96,146.52,262.68,81.84,124.08,254.76,128.04,75.24,Credit/Debit Card
713,713,713,25,Male,Freshman,Engineering,1226.02,227.7,2944.08,319.68,158.4,106.56,82.08,46.8,20.88,97.92,24.48,25.2,Credit/Debit Card
714,714,714,23,Female,Freshman,Computer Science,932.36,83.6,4710.82,470.98,139.39,174.24,174.24,61.25,104.54,142.56,183.74,117.22,Mobile Payment App
715,715,715,25,Male,Senior,Engineering,1228.39,541.8,3409.56,511.83,235.62,108.9,252.45,85.14,76.23,278.19,148.5,55.44,Credit/Debit Card
716,716,716,24,Male,Freshman,Computer Science,956.59,563.4,4144.61,356.83,120.1,144.29,142.56,64.8,49.25,189.22,108.86,37.15,Mobile Payment App
717,717,717,23,Female,Sophomore,Biology,1062.07,922.9,3603.2,610.63,356.4,144.94,162.76,47.52,72.47,201.96,77.22,118.8,Mobile Payment App
718,718,718,20,Female,Senior,Engineering,1450.55,1010.9,7040.99,613.47,325.49,143.99,275.88,119.79,59.29,66.55,139.15,64.13,Mobile Payment App
719,719,719,21,Male,Freshman,Psychology,789.26,145.8,4329.86,541.73,221.76,103.75,147.31,81.58,67.32,72.07,70.49,99.79,Mobile Payment App
720,720,720,24,Male,Sophomore,Economics,1294.7,634.5,3698.14,838.19,420.15,209.55,83.19,56.86,90.56,216.92,104.25,135.84,Mobile Payment App
721,721,721,20,Female,Freshman,Biology,635.71,408.1,4466.88,842.69,336.86,63.36,95.04,106.66,25.34,155.23,73.92,179.52,Credit/Debit Card
722,722,722,25,Female,Freshman,Biology,656.13,975.7,5604.19,498.43,364.32,64.42,200.64,125.66,72.86,248.16,70.75,42.24,Mobile Payment App
723,723,723,21,Female,Junior,Biology,557.92,363.0,7868.52,1021.68,440.88,254.76,138.6,109.56,60.72,219.12,264.0,198.0,Mobile Payment App
724,724,724,25,Male,Senior,Biology,437.98,241.2,3718.44,874.37,166.32,80.78,178.2,117.61,39.2,342.14,60.59,236.41,Credit/Debit Card
725,725,725,21,Male,Junior,Economics,590.76,610.2,6563.7,596.7,224.64,143.91,290.16,66.69,32.76,294.84,164.97,142.74,Cash
726,726,726,18,Male,Senior,Computer Science,1115.83,581.4,3580.63,1121.47,380.16,196.02,275.62,114.05,86.72,354.02,168.7,217.4,Mobile Payment App
727,727,727,20,Male,Sophomore,Economics,838.84,759.6,3251.66,1017.2,390.66,69.5,239.03,123.2,33.7,257.99,57.92,87.4,Mobile Payment App
728,728,728,25,Male,Sophomore,Biology,390.74,288.9,4742.39,408.24,224.53,122.47,241.06,71.93,31.1,167.18,77.76,187.6,Mobile Payment App
729,729,729,21,Female,Junior,Computer Science,2116.4,610.5,4664.88,1054.68,341.88,132.0,335.28,122.76,87.12,368.28,252.12,72.6,Credit/Debit Card
730,730,730,18,Male,Freshman,Engineering,451.01,403.2,2695.68,508.32,125.28,57.6,204.48,64.8,43.92,164.16,47.52,130.32,Mobile Payment App
731,731,731,22,Female,Junior,Biology,1210.88,561.0,4379.76,607.2,174.24,209.88,77.88,116.16,50.16,114.84,116.16,100.32,Mobile Payment App
732,732,732,22,Male,Junior,Computer Science,1398.15,889.2,6187.32,491.4,124.2,126.36,79.92,139.32,100.44,166.32,167.4,205.2,Credit/Debit Card
733,733,733,24,Male,Freshman,Psychology,792.5,706.5,2788.63,650.23,101.38,39.6,106.92,76.03,53.06,144.14,110.09,155.23,Credit/Debit Card
734,734,734,21,Female,Junior,Computer Science,876.59,576.4,4804.8,1100.88,289.08,75.24,93.72,117.48,51.48,318.12,87.12,122.76,Mobile Payment App
735,735,735,25,Female,Sophomore,Engineering,1002.67,842.6,3976.83,831.6,177.21,187.11,227.7,126.72,73.26,155.43,37.62,129.69,Mobile Payment App
736,736,736,24,Female,Junior,Computer Science,886.6,211.2,5561.16,958.32,438.24,190.08,381.48,121.44,31.68,257.4,178.2,167.64,Cash
737,737,737,22,Male,Freshman,Psychology,636.98,849.6,3339.07,774.58,90.29,81.58,45.94,97.42,57.02,90.29,60.19,49.9,Credit/Debit Card
738,738,738,25,Male,Sophomore,Biology,645.41,225.0,5807.7,505.44,308.12,117.61,111.78,45.68,86.51,234.25,43.74,78.73,Mobile Payment App
739,739,739,18,Male,Junior,Engineering,1194.48,714.6,2767.5,792.9,148.5,149.4,234.0,20.7,28.8,121.5,44.1,30.6,Mobile Payment App
740,740,740,23,Male,Senior,Engineering,1226.02,728.1,4315.41,977.13,360.36,174.24,66.33,73.26,51.48,55.44,164.34,66.33,Credit/Debit Card
741,741,741,20,Female,Senior,Biology,1373.59,1090.1,6747.44,940.9,378.97,219.25,113.26,79.86,45.01,322.34,196.02,104.54,Credit/Debit Card
742,742,742,22,Male,Sophomore,Economics,592.92,90.0,5414.53,498.07,313.79,172.69,146.37,47.38,70.55,81.08,33.7,118.99,Mobile Payment App
743,743,743,19,Female,Junior,Economics,1912.68,658.9,6849.7,1265.55,155.87,81.51,418.99,100.1,128.7,381.81,234.52,47.19,Cash
744,744,744,25,Male,Senior,Engineering,1508.76,453.6,3432.33,479.16,283.14,130.68,288.09,136.62,47.52,153.45,160.38,40.59,Credit/Debit Card
745,745,745,18,Female,Freshman,Computer Science,880.88,700.7,5338.08,859.58,288.29,58.08,147.84,141.5,64.42,138.34,135.17,41.18,Mobile Payment App
746,746,746,25,Female,Sophomore,Psychology,811.7,1021.9,5003.96,629.44,368.08,132.86,179.69,27.23,94.74,299.48,191.66,102.37,Credit/Debit Card
747,747,747,18,Female,Junior,Biology,1146.64,328.9,6640.92,925.32,319.44,241.56,328.68,135.96,104.28,141.24,97.68,68.64,Credit/Debit Card
748,748,748,19,Male,Junior,Engineering,1476.36,619.2,3242.7,406.8,334.8,145.8,159.3,26.1,59.4,218.7,27.0,139.5,Credit/Debit Card
749,749,749,25,Male,Sophomore,Computer Science,535.98,597.6,3352.43,757.19,236.2,148.72,273.13,104.98,50.54,68.04,140.94,186.62,Credit/Debit Card
750,750,750,22,Male,Junior,Engineering,868.32,523.8,4769.1,802.8,137.7,155.7,179.1,28.8,75.6,260.1,113.4,41.4,Mobile Payment App
751,751,751,23,Female,Freshman,Computer Science,1450.59,298.1,5621.09,948.29,215.42,197.47,227.04,119.33,85.54,223.87,117.22,60.19,Credit/Debit Card
752,752,752,22,Male,Junior,Engineering,1611.36,73.8,3348.0,740.7,249.3,167.4,247.5,126.9,54.9,150.3,58.5,30.6,Mobile Payment App
753,753,753,23,Male,Senior,Biology,1110.38,414.9,4546.48,1073.95,381.35,163.94,174.64,135.43,39.2,235.22,223.34,212.65,Cash
754,754,754,24,Male,Junior,Psychology,545.13,545.4,3994.65,809.82,351.45,101.97,254.43,34.65,46.53,55.44,147.51,47.52,Credit/Debit Card
755,755,755,22,Female,Sophomore,Biology,929.81,1058.2,5814.07,506.09,390.85,226.91,207.9,34.45,40.39,134.24,185.33,203.15,Mobile Payment App
756,756,756,20,Female,Freshman,Biology,447.04,909.7,4356.0,1023.26,204.86,206.98,240.77,85.54,71.81,126.72,118.27,195.36,Credit/Debit Card
757,757,757,23,Male,Sophomore,Engineering,769.82,525.6,3564.81,511.11,181.44,81.0,58.32,59.13,22.68,79.38,81.81,113.4,Credit/Debit Card
758,758,758,22,Female,Sophomore,Biology,790.42,1020.8,3800.41,671.22,179.39,84.35,320.76,92.66,116.42,345.71,147.31,148.5,Mobile Payment App
759,759,759,21,Male,Junior,Biology,623.52,522.9,6237.0,834.84,288.36,108.0,272.16,34.56,28.08,104.76,45.36,88.56,Credit/Debit Card
760,760,760,23,Male,Sophomore,Biology,912.38,509.4,3610.01,879.66,216.76,163.3,254.66,120.53,30.13,119.56,56.38,183.71,Mobile Payment App
761,761,761,25,Female,Freshman,Biology,515.33,113.3,3521.76,783.55,417.12,162.62,258.72,137.28,77.09,187.97,105.6,84.48,Credit/Debit Card
762,762,762,18,Male,Junior,Engineering,1195.56,459.9,4956.3,664.2,129.6,117.9,191.7,47.7,34.2,140.4,123.3,42.3,Cash
763,763,763,24,Female,Freshman,Engineering,1230.24,74.8,3630.88,755.92,293.04,172.48,109.12,95.92,43.12,162.8,157.52,25.52,Mobile Payment App
764,764,764,19,Female,Freshman,Computer Science,1505.5,953.7,4680.19,662.11,116.16,195.36,238.66,26.4,35.9,95.04,200.64,142.56,Credit/Debit Card
765,765,765,21,Male,Junior,Psychology,1191.51,252.0,4062.96,853.38,308.88,178.2,238.59,69.3,89.1,83.16,180.18,119.79,Mobile Payment App
766,766,766,18,Male,Sophomore,Psychology,390.74,501.3,3335.9,443.72,334.13,114.05,164.84,56.13,86.43,265.52,40.1,32.08,Cash
767,767,767,21,Male,Sophomore,Economics,1015.74,487.8,4374.16,986.66,165.32,172.69,259.04,26.32,30.54,104.25,48.44,81.08,Credit/Debit Card
768,768,768,24,Female,Junior,Biology,535.92,427.9,5714.28,1232.88,518.76,89.76,101.64,43.56,126.72,310.2,63.36,245.52,Mobile Payment App
769,769,769,20,Male,Senior,Psychology,517.67,867.6,5417.78,843.98,115.43,93.65,91.48,23.96,74.05,91.48,42.47,187.31,Mobile Payment App
770,770,770,20,Female,Sophomore,Biology,875.95,233.2,4010.69,547.67,154.44,207.9,274.43,160.38,43.96,70.09,234.04,199.58,Credit/Debit Card
771,771,771,22,Female,Freshman,Psychology,1042.27,781.0,3434.46,660.18,369.78,66.79,259.42,60.02,91.96,242.97,114.22,21.3,Credit/Debit Card
772,772,772,19,Male,Senior,Computer Science,738.74,92.7,7099.49,718.74,441.94,97.42,351.65,46.33,49.9,340.96,181.76,158.0,Credit/Debit Card
773,773,773,19,Male,Sophomore,Biology,722.52,10.8,3673.19,468.5,297.43,156.49,273.13,145.8,73.87,257.58,165.24,187.6,Mobile Payment App
774,774,774,25,Male,Sophomore,Engineering,1221.8,40.5,2958.93,655.29,302.13,119.07,199.26,63.18,29.16,222.75,127.98,159.57,Credit/Debit Card
775,775,775,23,Male,Junior,Economics,1154.52,117.0,6378.84,588.51,255.06,97.11,108.81,84.24,76.05,198.9,104.13,168.48,Mobile Payment App
776,776,776,22,Female,Junior,Biology,666.16,518.1,4437.84,949.08,473.88,91.08,333.96,191.4,63.36,209.88,83.16,104.28,Credit/Debit Card
777,777,777,21,Female,Sophomore,Psychology,707.45,182.6,3946.54,988.81,404.02,79.5,241.76,112.17,44.65,308.19,165.53,118.7,Cash
778,778,778,22,Male,Freshman,Computer Science,1066.1,760.5,4097.95,771.55,307.58,108.86,220.32,17.28,56.16,53.57,168.48,21.6,Credit/Debit Card
779,779,779,23,Female,Sophomore,Engineering,710.42,137.5,5765.76,408.87,275.22,128.7,90.09,87.12,59.4,150.48,81.18,26.73,Cash
780,780,780,21,Female,Freshman,Economics,542.78,442.2,5310.45,565.14,451.88,105.25,64.06,118.98,75.5,112.11,149.86,154.44,Mobile Payment App
781,781,781,23,Male,Freshman,Psychology,958.39,376.2,2772.79,760.32,272.45,81.58,189.29,49.9,75.24,115.63,24.55,146.52,Mobile Payment App
782,782,782,24,Male,Junior,Biology,455.76,324.9,5004.72,739.8,272.16,138.24,289.44,115.56,79.92,150.12,205.2,24.84,Credit/Debit Card
783,783,783,25,Female,Senior,Biology,1391.02,165.0,6926.04,1366.33,415.27,151.01,397.85,145.2,30.49,288.95,197.47,272.98,Credit/Debit Card
784,784,784,22,Male,Sophomore,Biology,735.48,251.1,4689.9,770.8,359.64,111.78,84.56,90.4,34.99,99.14,107.89,39.85,Credit/Debit Card
785,785,785,21,Female,Junior,Engineering,1891.56,12.1,4537.5,915.2,344.3,135.3,205.7,147.4,68.2,67.1,220.0,112.2,Cash
786,786,786,20,Female,Senior,Computer Science,1296.15,102.3,5039.89,781.18,361.55,184.4,325.25,104.54,110.35,130.68,245.39,265.72,Credit/Debit Card
787,787,787,24,Male,Junior,Psychology,783.27,259.2,4582.71,948.42,281.16,105.93,253.44,127.71,84.15,170.28,45.54,44.55,Mobile Payment App
788,788,788,25,Male,Sophomore,Economics,1094.47,637.2,4032.99,426.47,361.18,167.43,237.98,103.19,25.27,207.44,170.59,168.48,Mobile Payment App
789,789,789,21,Female,Sophomore,Psychology,788.54,564.3,5986.23,906.05,148.1,71.87,262.45,133.95,71.87,278.78,149.19,57.72,Credit/Debit Card
790,790,790,25,Female,Sophomore,Psychology,467.78,1082.4,4951.68,729.63,390.95,161.17,209.09,41.38,60.98,176.42,33.76,93.65,Credit/Debit Card
791,791,791,20,Male,Senior,Psychology,899.02,12.6,4692.5,761.21,590.24,127.41,148.1,26.14,72.96,123.06,101.28,49.01,Mobile Payment App
792,792,792,18,Female,Senior,Psychology,1609.54,50.6,7253.95,1273.77,479.16,102.49,149.07,29.28,66.55,352.72,243.57,122.45,Mobile Payment App
793,793,793,19,Male,Sophomore,Computer Science,575.99,328.5,3367.98,626.94,307.15,56.38,180.79,116.64,52.49,190.51,131.22,115.67,Mobile Payment App
794,794,794,22,Female,Freshman,Psychology,434.81,451.0,4642.53,725.03,294.27,161.66,79.38,137.46,96.8,262.33,163.59,148.1,Credit/Debit Card
795,795,795,25,Female,Junior,Engineering,1750.32,672.1,5996.1,807.4,225.5,100.1,80.3,104.5,78.1,238.7,138.6,154.0,Mobile Payment App
796,796,796,21,Male,Junior,Psychology,616.41,8.1,4787.64,588.06,371.25,52.47,253.44,54.45,40.59,49.5,124.74,34.65,Mobile Payment App
797,797,797,25,Female,Senior,Computer Science,2114.11,543.4,8545.02,1174.67,338.32,242.48,248.29,120.52,87.12,136.49,88.57,223.61,Cash
798,798,798,22,Male,Junior,Biology,644.4,796.5,5928.12,492.48,370.44,169.56,191.16,132.84,81.0,83.16,168.48,150.12,Credit/Debit Card
799,799,799,23,Female,Junior,Economics,1367.52,892.1,7022.73,624.91,569.14,191.62,427.57,98.67,78.65,223.08,50.05,175.89,Mobile Payment App
800,800,800,22,Male,Senior,Computer Science,854.57,484.2,3573.5,495.4,280.37,89.1,161.57,155.63,71.28,288.68,185.33,137.81,Credit/Debit Card
801,801,801,22,Male,Senior,Computer Science,1805.66,710.1,6992.57,1142.86,868.43,153.25,177.01,41.58,109.3,298.19,197.21,135.43,Cash
802,802,802,23,Male,Senior,Engineering,1299.67,324.0,4604.49,615.78,635.58,89.1,97.02,101.97,76.23,136.62,109.89,188.1,Mobile Payment App
803,803,803,24,Female,Sophomore,Computer Science,1015.44,454.3,4136.62,991.98,244.73,152.06,181.76,162.76,91.48,136.62,79.6,160.38,Mobile Payment App
804,804,804,25,Female,Sophomore,Biology,464.9,831.6,5981.58,946.84,345.71,203.15,336.2,105.73,30.89,282.74,87.91,141.37,Mobile Payment App
805,805,805,23,Male,Junior,Biology,366.48,355.5,4027.32,655.56,352.08,168.48,271.08,149.04,48.6,220.32,32.4,63.72,Mobile Payment App
806,806,806,19,Male,Junior,Computer Science,1616.94,841.5,5022.0,921.24,219.24,194.4,248.4,35.64,59.4,320.76,46.44,131.76,Credit/Debit Card
807,807,807,25,Male,Senior,Engineering,1545.59,681.3,3772.89,657.36,416.79,113.85,236.61,124.74,47.52,119.79,170.28,112.86,Mobile Payment App
808,808,808,23,Male,Senior,Engineering,923.08,47.7,4885.65,499.95,265.32,179.19,192.06,78.21,59.4,70.29,53.46,64.35,Mobile Payment App
809,809,809,19,Male,Sophomore,Psychology,368.15,581.4,4397.09,613.01,208.49,127.41,99.79,115.83,79.3,186.22,175.53,72.17,Mobile Payment App
810,810,810,24,Female,Junior,Engineering,1143.12,875.6,5351.5,831.6,301.4,199.1,286.0,155.1,51.7,260.7,137.5,73.7,Mobile Payment App
811,811,811,19,Male,Freshman,Biology,765.5,114.3,2869.34,722.3,239.33,79.49,93.31,23.33,57.89,216.86,75.17,75.17,Mobile Payment App
812,812,812,20,Male,Freshman,Economics,1185.41,267.3,3956.47,472.68,132.91,134.78,247.1,18.72,59.9,182.52,31.82,69.26,Cash
813,813,813,24,Male,Junior,Economics,1084.32,794.7,5948.28,904.41,391.95,138.06,347.49,97.11,102.96,117.0,155.61,186.03,Credit/Debit Card
814,814,814,23,Male,Freshman,Biology,815.04,137.7,3910.46,760.32,95.9,144.29,147.74,77.76,67.39,177.12,97.63,108.0,Cash
815,815,815,20,Female,Junior,Psychology,632.61,14.3,4957.37,943.8,273.46,145.2,104.06,67.76,27.83,90.75,177.87,173.03,Mobile Payment App
816,816,816,19,Male,Sophomore,Economics,1357.88,768.6,3354.86,581.26,271.67,129.52,133.73,64.23,22.11,133.73,74.76,195.86,Credit/Debit Card
817,817,817,18,Female,Freshman,Economics,987.36,1009.8,4462.74,828.26,146.43,139.57,64.06,44.62,60.63,173.89,123.55,153.3,Mobile Payment App
818,818,818,18,Female,Senior,Computer Science,1387.39,576.4,7235.32,728.9,284.59,222.16,91.48,190.21,116.16,397.85,203.28,124.87,Credit/Debit Card
819,819,819,20,Female,Freshman,Psychology,1107.22,1003.2,4558.31,836.35,258.46,175.21,159.72,144.23,60.02,61.95,89.06,187.79,Mobile Payment App
820,820,820,24,Male,Sophomore,Biology,946.73,362.7,3561.41,504.47,133.16,123.44,277.99,111.78,28.19,81.65,117.61,123.44,Mobile Payment App
821,821,821,24,Male,Senior,Engineering,1698.84,835.2,4918.32,675.18,332.64,88.11,133.65,75.24,65.34,286.11,81.18,94.05,Mobile Payment App
822,822,822,22,Female,Junior,Biology,838.64,1017.5,6778.2,1219.68,195.36,73.92,80.52,43.56,92.4,205.92,166.32,43.56,Credit/Debit Card
823,823,823,19,Male,Junior,Psychology,1179.36,722.7,3396.69,629.64,134.64,175.23,129.69,110.88,27.72,246.51,114.84,126.72,Mobile Payment App
824,824,824,22,Female,Junior,Computer Science,1275.56,619.3,7298.28,576.84,303.6,112.2,75.24,64.68,35.64,199.32,58.08,262.68,Credit/Debit Card
825,825,825,20,Female,Sophomore,Psychology,480.25,543.4,4736.06,490.05,433.42,116.52,234.14,55.54,56.63,96.92,208.0,172.06,Mobile Payment App
826,826,826,25,Male,Junior,Economics,1105.92,680.4,5302.44,933.66,383.76,131.04,186.03,80.73,28.08,321.75,36.27,101.79,Mobile Payment App
827,827,827,22,Female,Senior,Biology,1360.04,598.4,7660.75,1135.46,408.01,75.5,97.28,100.19,111.8,392.04,204.73,284.59,Mobile Payment App
828,828,828,21,Male,Sophomore,Biology,447.77,639.0,3534.19,464.62,332.42,56.38,132.19,63.18,72.9,269.24,165.24,132.19,Credit/Debit Card
829,829,829,19,Female,Junior,Biology,1018.16,366.3,4631.88,1302.84,370.92,101.64,224.4,35.64,114.84,199.32,142.56,89.76,Mobile Payment App
830,830,830,21,Female,Junior,Computer Science,793.65,1078.0,7467.24,933.24,398.64,257.4,273.24,186.12,120.12,166.32,237.6,88.44,Credit/Debit Card
831,831,831,25,Male,Senior,Biology,986.04,722.7,5634.68,1068.01,338.58,117.61,229.28,125.93,90.29,320.76,237.6,68.9,Credit/Debit Card
832,832,832,25,Male,Senior,Biology,971.78,367.2,6661.12,901.69,433.62,162.76,293.44,115.24,66.53,192.46,161.57,205.52,Credit/Debit Card
833,833,833,18,Female,Freshman,Biology,580.8,443.3,5495.42,423.46,309.41,79.2,283.01,25.34,38.02,110.88,208.03,132.0,Mobile Payment App
834,834,834,18,Female,Freshman,Economics,1435.1,514.8,4461.6,458.74,323.75,217.36,209.35,68.64,89.23,175.03,73.22,223.08,Credit/Debit Card
835,835,835,22,Male,Junior,Economics,600.48,285.3,5181.93,975.78,194.22,152.1,203.58,100.62,53.82,259.74,38.61,169.65,Mobile Payment App
836,836,836,20,Female,Sophomore,Biology,879.12,440.0,6326.1,696.17,475.2,73.66,142.56,64.15,35.64,349.27,148.5,198.4,Mobile Payment App
837,837,837,21,Male,Sophomore,Engineering,503.5,508.5,4001.4,634.23,127.17,78.57,104.49,98.82,16.2,57.51,141.75,93.15,Mobile Payment App
838,838,838,19,Male,Senior,Engineering,1107.22,549.9,4342.14,824.67,157.41,83.16,182.16,62.37,79.2,220.77,72.27,177.21,Mobile Payment App
839,839,839,22,Female,Senior,Computer Science,1074.36,716.1,8234.29,1257.43,146.65,225.06,397.85,190.21,117.61,265.72,71.15,30.49,Mobile Payment App
840,840,840,24,Male,Sophomore,Economics,1357.88,337.5,5607.23,670.76,146.37,87.4,228.5,57.92,50.54,308.53,205.34,74.76,Mobile Payment App
841,841,841,24,Female,Freshman,Biology,845.5,485.1,4447.87,912.38,147.84,87.65,102.43,89.76,93.98,95.04,121.44,148.9,Credit/Debit Card
842,842,842,22,Male,Junior,Psychology,1135.62,467.1,3092.76,877.14,377.19,191.07,118.8,63.36,67.32,151.47,149.49,116.82,Mobile Payment App
843,843,843,25,Male,Senior,Economics,1002.67,16.2,7016.72,1171.17,283.14,91.38,140.28,96.53,117.12,314.03,135.14,158.3,Credit/Debit Card
844,844,844,19,Female,Senior,Biology,1322.29,156.2,8603.1,891.53,441.41,236.68,348.48,184.4,120.52,156.82,236.68,220.7,Credit/Debit Card
845,845,845,19,Male,Senior,Biology,731.02,660.6,5436.29,616.57,455.0,130.68,302.94,42.77,36.83,267.3,149.69,146.12,Credit/Debit Card
846,846,846,21,Female,Freshman,Biology,381.57,995.5,3626.3,1042.27,313.63,168.96,199.58,158.4,27.46,302.02,195.36,90.82,Mobile Payment App
847,847,847,23,Female,Junior,Biology,994.4,53.9,6379.56,547.8,132.0,211.2,345.84,129.36,42.24,130.68,154.44,196.68,Credit/Debit Card
848,848,848,23,Male,Junior,Biology,610.56,378.0,5036.04,1026.0,186.84,180.36,109.08,116.64,31.32,58.32,171.72,138.24,Mobile Payment App
849,849,849,19,Female,Junior,Engineering,1349.04,249.7,4735.5,1080.2,325.6,80.3,277.2,163.9,86.9,226.6,167.2,178.2,Cash
850,850,850,23,Male,Junior,Economics,1284.12,882.0,4949.1,710.19,222.3,60.84,292.5,163.8,73.71,222.3,146.25,217.62,Credit/Debit Card
851,851,851,18,Female,Sophomore,Economics,915.95,49.5,4786.35,1056.63,243.24,222.65,379.67,77.22,48.91,332.05,137.71,240.67,Mobile Payment App
852,852,852,25,Female,Sophomore,Computer Science,1647.36,531.3,6822.68,805.46,244.73,64.15,97.42,58.21,100.98,304.13,222.16,34.45,Credit/Debit Card
853,853,853,21,Male,Senior,Biology,738.94,889.2,5243.83,868.43,354.02,146.12,324.32,26.14,23.76,174.64,48.71,152.06,Mobile Payment App
854,854,854,24,Female,Sophomore,Computer Science,1617.76,874.5,7024.64,570.24,142.56,127.12,356.4,40.39,54.65,260.17,229.28,231.66,Mobile Payment App
855,855,855,24,Female,Junior,Computer Science,1877.59,899.8,4402.2,1115.4,479.16,250.8,279.84,91.08,48.84,135.96,245.52,104.28,Mobile Payment App
856,856,856,21,Male,Senior,Engineering,1228.39,834.3,4043.16,750.42,326.7,177.21,134.64,147.51,62.37,239.58,188.1,35.64,Mobile Payment App
857,857,857,19,Male,Sophomore,Psychology,487.7,137.7,4908.52,660.23,298.49,69.5,151.47,61.48,60.59,263.74,65.04,147.91,Mobile Payment App
858,858,858,19,Male,Senior,Computer Science,936.94,732.6,4015.44,1152.36,217.4,211.46,165.13,34.45,74.84,229.28,76.03,207.9,Mobile Payment App
859,859,859,18,Male,Sophomore,Economics,553.07,461.7,5716.74,768.69,394.88,124.25,205.34,101.09,28.43,294.84,68.44,143.21,Mobile Payment App
860,860,860,19,Male,Freshman,Engineering,829.44,161.1,3782.16,483.12,115.92,92.16,196.56,28.8,64.08,167.76,117.36,123.84,Mobile Payment App
861,861,861,18,Male,Freshman,Computer Science,1205.57,791.1,3308.26,848.45,165.02,56.16,74.3,92.45,69.12,83.81,118.37,115.78,Cash
862,862,862,22,Female,Freshman,Engineering,587.14,994.4,3122.24,606.32,92.4,127.6,145.2,117.04,62.48,96.8,161.04,86.24,Cash
863,863,863,23,Male,Senior,Engineering,1678.64,72.0,5916.24,827.64,515.79,192.06,263.34,28.71,98.01,210.87,107.91,156.42,Cash
864,864,864,25,Female,Senior,Biology,926.38,125.4,7196.11,1340.2,473.35,217.8,288.95,71.15,127.78,357.19,171.34,113.26,Cash
865,865,865,24,Male,Freshman,Engineering,936.58,523.8,2379.6,374.4,254.16,64.08,200.88,14.4,48.96,124.56,108.72,92.16,Mobile Payment App
866,866,866,22,Male,Freshman,Psychology,822.96,491.4,3504.6,442.73,240.77,126.72,62.57,75.24,78.41,151.27,55.44,149.69,Mobile Payment App
867,867,867,24,Female,Sophomore,Computer Science,1087.52,532.4,6645.67,942.08,154.44,60.59,181.76,91.48,55.84,105.73,179.39,74.84,Mobile Payment App
868,868,868,21,Female,Freshman,Economics,1502.69,327.8,5129.7,502.22,356.93,179.61,134.99,64.06,49.19,268.84,215.07,147.58,Cash
869,869,869,19,Male,Sophomore,Engineering,663.88,552.6,3821.58,520.83,106.92,150.66,67.23,25.11,55.08,68.85,146.61,77.76,Cash
870,870,870,21,Male,Freshman,Psychology,848.23,504.9,4466.09,770.62,239.98,156.02,92.66,29.3,50.69,79.99,29.3,112.46,Mobile Payment App
871,871,871,25,Male,Senior,Economics,1054.94,196.2,5705.27,1037.32,213.64,155.73,96.53,190.48,88.8,154.44,164.74,91.38,Credit/Debit Card
872,872,872,24,Male,Sophomore,Psychology,1090.58,469.8,4168.1,570.24,188.89,124.74,178.2,19.6,61.48,87.32,144.34,62.37,Credit/Debit Card
873,873,873,25,Male,Junior,Economics,1042.2,418.5,5380.83,862.29,340.47,102.96,81.9,81.9,39.78,198.9,228.15,74.88,Cash
874,874,874,20,Female,Junior,Biology,1169.52,586.3,4631.88,1090.32,308.88,172.92,345.84,187.44,39.6,207.24,186.12,52.8,Cash
875,875,875,21,Female,Sophomore,Engineering,1212.95,867.9,5624.19,835.56,232.65,98.01,165.33,113.85,52.47,125.73,129.69,188.1,Mobile Payment App
876,876,876,18,Male,Freshman,Biology,288.58,379.8,4542.05,528.77,128.74,122.69,62.21,50.11,31.1,198.72,63.07,38.02,Mobile Payment App
877,877,877,21,Female,Sophomore,Engineering,1452.92,332.2,3890.7,792.99,126.72,155.43,239.58,133.65,35.64,223.74,191.07,51.48,Mobile Payment App
878,878,878,19,Male,Senior,Psychology,1332.05,900.0,6378.27,1067.22,248.29,137.21,89.3,42.47,78.41,156.82,84.94,206.91,Mobile Payment App
